jobTitle,gender,age,perfEval,edu,dept,seniority,basePay,bonus,random,totalPay
Marketing Associate,Male,51,2,PhD,Sales,1,33413.99625420574,3307.6923076923076,0,36721.688561898045
Software Engineer,Male,21,1,High School,Engineering,2,23275.57556353248,3603.846153846154,0,26879.42171737863
Manager,Male,41,1,College,Administration,5,66919.59789308532,3162.3076923076924,1,70081.905585393
IT,Male,27,1,High School,Management,3,19442.208346490956,2819.230769230769,1,22261.439115721725
Manager,Male,37,1,PhD,Administration,3,62060.74775775964,3152.3076923076924,0,65213.05545006733
Software Engineer,Male,18,1,High School,Sales,1,16777.844449380587,3376.9230769230767,1,20154.767526303665
Data Scientist,Male,58,1,PhD,Engineering,5,67980.65397348959,2980.7692307692305,1,70961.42320425883
IT,Male,50,2,Masters,Management,3,62330.2481025447,2983.846153846154,0,65314.094256390854
Data Scientist,Female,56,1,College,Engineering,5,61237.037518993486,3046.9230769230767,1,64283.960595916564
Graphic Designer,Female,45,1,High School,Management,3,42562.5641025641,4289.2307692307695,1,46851.794871794875
Marketing Associate,Female,40,1,Masters,Engineering,4,51741.02564102563,2977.6923076923076,0,54718.71794871794
Manager,Female,57,1,Masters,Operations,3,70437.00396440052,2991.5384615384614,1,73428.54242593898
Data Scientist,Female,63,1,High School,Administration,5,50922.45510257496,3337.6923076923076,1,54260.147410267266
Software Engineer,Male,59,1,College,Sales,5,84198.70241927648,2253.846153846154,1,86452.54857312264
Financial Analyst,Male,45,2,High School,Administration,2,49324.9037453761,3006.9230769230767,0,52331.826822299176
Financial Analyst,Female,48,1,College,Engineering,5,65147.692307692305,3105.3846153846152,1,68253.07692307692
Warehouse Associate,Female,56,1,College,Administration,4,51439.088801044774,3110.7692307692305,0,54549.858031814
Financial Analyst,Female,41,2,PhD,Operations,3,47255.89743589743,3711.5384615384614,0,50967.43589743589
Graphic Designer,Male,59,1,PhD,Sales,4,68796.48692823648,3042.3076923076924,1,71838.79462054417
Financial Analyst,Female,49,1,College,Operations,1,51728.71794871795,2752.3076923076924,1,54481.02564102565
Financial Analyst,Male,64,3,High School,Administration,3,58010.27525779883,2609.230769230769,1,60619.506027029594
Data Scientist,Female,58,1,High School,Sales,5,67641.56981149192,2603.076923076923,0,70244.64673456884
Manager,Male,36,1,High School,Operations,2,62072.46521296485,2816.153846153846,0,64888.6190591187
IT,Male,31,1,Masters,Sales,2,48230.54744040448,2479.230769230769,0,50709.778209635246
IT,Female,44,1,High School,Sales,5,67636.41025641025,2372.3076923076924,1,70008.71794871794
Sales Associate,Female,61,2,College,Sales,1,43114.16688580862,3197.6923076923076,0,46311.859193500924
IT,Male,59,3,Masters,Sales,2,46836.5014195415,3535.3846153846152,0,50371.886034926116
IT,Male,57,3,High School,Sales,3,55033.76784346141,4209.2307692307695,1,59242.99861269219
Financial Analyst,Male,39,2,College,Sales,1,29713.597108555157,2875.3846153846152,0,32588.981723939774
Marketing Associate,Female,56,2,High School,Engineering,3,42535.49905745503,3299.230769230769,0,45834.7298266858
Data Scientist,Male,61,1,Masters,Administration,5,58980.6292356746,2761.5384615384614,1,61742.16769721306
Marketing Associate,Female,53,1,Masters,Management,4,60240.51282051282,3259.230769230769,1,63499.743589743586
Software Engineer,Male,29,1,High School,Sales,1,31095.47805247253,2706.153846153846,1,33801.63189862637
Data Scientist,Male,62,3,High School,Operations,2,45658.679938660454,3840.7692307692305,0,49499.44916942969
Manager,Male,41,1,Masters,Sales,2,64877.19049380174,2855.3846153846152,1,67732.57510918635
Graphic Designer,Male,58,2,Masters,Operations,1,45883.21905700704,2341.5384615384614,0,48224.7575185455
Marketing Associate,Female,38,1,PhD,Engineering,1,27855.897435897434,2515.3846153846152,1,30371.282051282047
Financial Analyst,Male,29,1,Masters,Operations,2,30230.438735689375,2518.4615384615386,1,32748.900274150914
IT,Female,57,1,High School,Administration,1,29263.67063106718,2990,1,32253.67063106718
IT,Female,28,1,High School,Management,1,16073.461538461537,3304.6153846153843,0,19378.076923076922
Financial Analyst,Female,48,1,College,Administration,4,62569.74358974359,3469.230769230769,1,66038.97435897436
Driver,Male,33,1,High School,Management,1,29956.6311766219,3042.3076923076924,0,32998.938868929596
Manager,Female,42,1,High School,Management,2,61729.74358974359,2862.3076923076924,1,64592.05128205129
Manager,Male,60,2,College,Sales,1,66060.81943616878,2954.6153846153843,0,69015.43482078417
Sales Associate,Female,52,1,High School,Sales,3,50837.948717948726,3049.230769230769,1,53887.17948717949
Marketing Associate,Female,60,1,College,Management,4,52814.26741464426,3666.153846153846,0,56480.4212607981
Driver,Female,63,1,Masters,Management,4,51096.81407693394,2046.923076923077,1,53143.737153857015
Data Scientist,Male,37,1,PhD,Administration,2,39801.10083950059,2760,0,42561.10083950059
Driver,Male,64,2,Masters,Operations,2,50620.93291397915,2601.5384615384614,1,53222.47137551761
Marketing Associate,Female,59,1,Masters,Sales,3,42318.751629401224,2100,1,44418.751629401224
Marketing Associate,Female,55,1,College,Sales,2,35539.455081924105,3700.7692307692305,1,39240.22431269333
Software Engineer,Female,57,2,High School,Engineering,1,49959.055246451804,2916.153846153846,0,52875.20909260565
Driver,Male,55,2,College,Administration,2,55137.87467269892,3494.6153846153843,1,58632.4900573143
Financial Analyst,Male,47,2,High School,Management,1,41362.74451345178,3595.3846153846152,1,44958.129128836394
Graphic Designer,Female,33,1,High School,Sales,1,33022.5641025641,2708.4615384615386,0,35731.02564102564
Sales Associate,Male,45,2,High School,Engineering,1,41317.78047925124,3676.9230769230767,1,44994.70355617432
Graphic Designer,Female,44,1,College,Sales,3,46643.07692307692,2715.3846153846152,0,49358.46153846154
Driver,Female,22,1,High School,Administration,1,23333.076923076922,3542.3076923076924,1,26875.384615384613
Marketing Associate,Female,41,1,PhD,Management,5,55931.79487179487,3288.4615384615386,1,59220.25641025641
Financial Analyst,Female,61,1,Masters,Engineering,4,64448.5258601676,2293.846153846154,1,66742.37201401376
Driver,Male,65,1,High School,Operations,5,51949.60962804513,2639.230769230769,0,54588.8403972759
Sales Associate,Female,57,1,Masters,Operations,3,48041.10652850308,2800.7692307692305,1,50841.87575927231
Software Engineer,Male,36,1,Masters,Operations,1,44314.075452307414,2590.7692307692305,0,46904.84468307665
IT,Male,31,1,College,Operations,1,21846.882205488117,3191.5384615384614,0,25038.420667026578
Marketing Associate,Female,56,1,High School,Sales,3,45938.063160019134,3111.5384615384614,1,49049.601621557595
Software Engineer,Male,51,1,College,Management,2,71273.93992910639,2768.4615384615386,1,74042.40146756792
IT,Female,47,1,PhD,Operations,3,55103.58974358974,3033.076923076923,1,58136.666666666664
Manager,Female,55,1,High School,Administration,3,69236.89097936,2172.3076923076924,1,71409.19867166769
IT,Male,50,1,College,Operations,3,49080.63611118822,2098.4615384615386,1,51179.09764964976
Data Scientist,Female,58,1,PhD,Management,4,57616.95442687654,3633.076923076923,1,61250.03134995346
Data Scientist,Female,57,1,PhD,Operations,2,54563.15781055436,2881.5384615384614,1,57444.69627209282
Manager,Male,58,1,PhD,Management,4,102331.31420967703,3295.3846153846152,1,105626.69882506164
Marketing Associate,Female,64,1,College,Administration,5,46003.39600822728,2390,0,48393.39600822728
Sales Associate,Female,65,1,PhD,Sales,5,63125.14484781608,3241.5384615384614,1,66366.68330935454
Financial Analyst,Male,43,1,PhD,Sales,4,58259.428559390384,3186.9230769230767,1,61446.35163631346
IT,Male,36,1,High School,Sales,4,58498.65503536804,2713.846153846154,0,61212.5011892142
Software Engineer,Male,60,1,PhD,Administration,4,62861.68482644285,3279.230769230769,0,66140.91559567362
Sales Associate,Female,50,1,Masters,Sales,3,58594.35897435898,2993.846153846154,0,61588.20512820513
Software Engineer,Male,37,1,High School,Sales,1,41442.36233850517,2700,0,44142.36233850517
Data Scientist,Male,56,1,Masters,Administration,2,46696.53665977545,1946.1538461538462,1,48642.69050592929
Manager,Female,47,1,High School,Management,3,58921.02564102563,3045.3846153846152,1,61966.41025641025
Manager,Male,59,2,PhD,Administration,1,62449.00034431063,3552.3076923076924,0,66001.30803661833
Warehouse Associate,Male,53,1,College,Operations,4,72314.37304142225,2663.846153846154,1,74978.21919526841
IT,Female,59,1,PhD,Engineering,3,41928.49521914481,3006.153846153846,1,44934.649065298654
Software Engineer,Male,62,1,High School,Sales,3,59535.49771775825,1692.3076923076922,1,61227.80541006594
IT,Female,32,2,High School,Engineering,1,30972.820512820508,4027.6923076923076,0,35000.51282051281
Marketing Associate,Female,38,1,PhD,Engineering,2,39592.82051282051,3233.846153846154,0,42826.666666666664
IT,Female,54,1,High School,Engineering,5,60247.179487179485,3067.6923076923076,1,63314.87179487179
Data Scientist,Male,65,2,Masters,Sales,2,59619.556216969366,2497.6923076923076,1,62117.24852466167
Manager,Male,61,2,College,Sales,1,68211.95992923067,3130.7692307692305,1,71342.7291599999
IT,Male,51,1,High School,Engineering,3,53829.22942987822,2000,1,55829.22942987822
Financial Analyst,Female,62,1,High School,Operations,3,44447.439497294115,1731.5384615384614,1,46178.97795883258
Software Engineer,Male,36,1,Masters,Operations,1,48837.27344358053,3153.076923076923,0,51990.350366657454
Graphic Designer,Male,30,1,College,Operations,2,14132.06435401091,3375.3846153846152,1,17507.448969395526
Sales Associate,Male,60,1,College,Operations,3,53813.33173776836,2589.230769230769,1,56402.56250699913
Financial Analyst,Female,49,1,PhD,Engineering,1,38496.92307692308,2367.6923076923076,0,40864.61538461538
Driver,Female,51,1,PhD,Management,2,52702.051282051274,2720,1,55422.051282051274
Data Scientist,Male,62,1,PhD,Administration,3,58714.55650419531,2579.230769230769,1,61293.787273426075
IT,Male,62,1,PhD,Management,2,50845.495335208405,2290.7692307692305,0,53136.26456597763
Marketing Associate,Female,46,1,College,Administration,1,32269.23076923077,2300.7692307692305,0,34570
Data Scientist,Female,65,1,PhD,Operations,2,52219.50382217506,2367.6923076923076,0,54587.19612986736
Data Scientist,Female,64,2,High School,Sales,1,35891.6011364324,2836.9230769230767,0,38728.52421335548
Driver,Female,65,1,PhD,Operations,3,53907.19612986737,2805.3846153846152,1,56712.58074525199
Driver,Female,45,1,College,Sales,2,38528.205128205125,2503.846153846154,1,41032.05128205128
Financial Analyst,Male,39,1,College,Engineering,4,57080.15913213206,2914.6153846153843,1,59994.77451674744
Sales Associate,Male,54,1,College,Administration,3,51587.500523041715,2493.846153846154,1,54081.34667688787
Financial Analyst,Female,47,1,College,Operations,2,36553.846153846156,2811.5384615384614,0,39365.38461538462
IT,Male,55,2,Masters,Operations,1,47824.25606824386,2458.4615384615386,1,50282.7176067054
Marketing Associate,Female,58,2,High School,Operations,1,26516.441606363715,3020.7692307692305,0,29537.210837132945
Warehouse Associate,Male,34,1,Masters,Operations,1,19800.178882190587,3665.3846153846152,1,23465.563497575204
Marketing Associate,Female,53,1,Masters,Operations,1,36414.35897435897,2880.7692307692305,0,39295.1282051282
Sales Associate,Male,57,1,PhD,Administration,5,56536.58249968929,2622.3076923076924,0,59158.89019199699
Software Engineer,Male,62,1,High School,Sales,3,64580.54338211832,2590,0,67170.54338211831
Manager,Male,52,1,High School,Management,1,66040.79495425928,1310,1,67350.79495425928
Data Scientist,Male,57,1,Masters,Sales,3,52767.98833557974,2446.153846153846,1,55214.14218173359
Software Engineer,Male,60,1,High School,Administration,3,49761.157225368006,2368.4615384615386,0,52129.618763829545
Warehouse Associate,Male,65,1,High School,Operations,2,46170.07150228854,1577.6923076923076,1,47747.76380998085
Software Engineer,Male,64,1,Masters,Sales,1,48415.63540017149,1686.923076923077,0,50102.55847709457
Marketing Associate,Female,44,1,High School,Engineering,3,47066.666666666664,2830.7692307692305,1,49897.43589743589
Sales Associate,Male,56,1,High School,Management,1,44716.543329946464,1826.923076923077,0,46543.46640686954
Financial Analyst,Female,54,1,Masters,Operations,2,49220,2279.230769230769,1,51499.230769230766
Sales Associate,Female,58,1,College,Operations,3,39841.56981149192,2656.153846153846,0,42497.723657645765
IT,Female,59,1,College,Sales,3,51349.00803965762,1570,1,52919.00803965762
Marketing Associate,Female,52,1,PhD,Sales,3,52654.35897435896,2990.7692307692305,0,55645.12820512819
IT,Male,64,1,Masters,Sales,1,38097.933947955105,1634.6153846153845,0,39732.54933257049
Sales Associate,Male,56,1,High School,Operations,1,38297.52012255793,2008.4615384615383,1,40305.98166101947
Software Engineer,Male,62,1,High School,Management,3,59483.566225078815,2144.6153846153848,1,61628.1816096942
Marketing Associate,Female,59,1,College,Engineering,1,26790.5465011961,2043.076923076923,1,28833.62342427302
IT,Female,53,1,High School,Administration,2,60076.41025641025,2125.3846153846152,0,62201.79487179487
Manager,Male,55,1,High School,Administration,1,65477.1174448148,2063.846153846154,1,67540.96359866095
Data Scientist,Male,54,1,College,Sales,2,54566.44025990097,2371.5384615384614,0,56937.97872143943
Marketing Associate,Female,59,1,High School,Operations,3,45281.828552478146,2340,1,47621.828552478146
Sales Associate,Male,62,1,Masters,Administration,2,45883.8701671226,1402.3076923076922,1,47286.177859430296
Financial Analyst,Female,65,1,High School,Administration,2,39617.452540123784,2034.6153846153845,0,41652.06792473917
Graphic Designer,Female,61,1,Masters,Engineering,1,39826.987398629135,2552.3076923076924,0,42379.29509093683
IT,Female,65,1,Masters,Administration,1,44889.24741191865,1570,0,46459.24741191865
Graphic Designer,Female,63,1,College,Administration,2,33437.32689744675,2629.230769230769,1,36066.557666677516
Marketing Associate,Female,65,1,Masters,Administration,1,31475.914078585327,1449.2307692307693,1,32925.1448478161
Marketing Associate,Female,64,1,PhD,Administration,2,34557.75498258625,2136.153846153846,0,36693.908828740095
Marketing Associate,Female,61,1,High School,Administration,1,25270.064321706057,2515.3846153846152,0,27785.448937090674
Data Scientist,Male,57,1,Masters,Sales,2,54037.33814482259,2743.846153846154,0,56781.18429866875
Financial Analyst,Male,48,1,High School,Operations,1,53097.604966381106,2095.3846153846152,0,55192.98958176572
Financial Analyst,Male,65,2,High School,Administration,1,40184.58856414097,1711.5384615384614,0,41896.12702567943
Financial Analyst,Male,60,1,PhD,Sales,2,60302.74187319352,1726.1538461538462,0,62028.89571934736
